,image_id,meme_text,target_group,attack_type,intervention
478,1373.jpg,tu jaa ye scheme tere liye nahi hai kya?,others,mocking,"Mocking someone based on their financial status is unfair and hurtful. We should strive to treat others with kindness and empathy, regardless of their circumstances."
479,3668.jpg,When the whole country is finally satark a and you are the only one who is not satarka,individual,mocking,Mocking someone based on their individuality is unfair and perpetuates harmful stereotypes. We should strive to create a society that values diversity and promotes acceptance of all individuals.
480,246.png,this is what rich white trash looks like and it's time to take out the trash!,race,inciting_violence,Using derogatory language and promoting violence towards a specific race is unfair and harmful. We should strive to create a society that values peace and respect for all individuals.
481,3354.jpg,Iss Baar IPL Pakka RCB Jeetegi Neeche Kya Dekh Rahe Ho Joke Uper Hi Khatam Ho Gaya Hai!,organization,mocking,Mocking an organization based on their performance undermines the importance of fairness and respect. It is important to focus on constructive criticism and constructive dialogue to improve performance.
482,956.png,"democrats, 1961 ask not what your country can do for you; ask what you can do for your country democrats, 2018 free sh*t!",organization,inciting_violence,Spreading hateful and violent rhetoric towards any organization is unfair and harmful. Let's strive for a society that values peaceful dialogue and understanding among all organizations.
483,678.png,lol she thinks she's a goat,gender,mocking,Mocking someone based on their gender perpetuates harmful stereotypes and undermines equality. We should strive to create a society that values and respects the diversity of individuals.
484,5571.jpg,When you and your homies hire escorts in Bangkok neechey se check kar..neechey se!,gender,mocking,Mocking someone based on their gender is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects individuals regardless of their gender.
485,1336.png,"""nevr forget"" - you said... we didn't forget and we are fighting this together",,,
486,5753.jpg,"Ramayan at 9 pm Turn of lights at 9 pm *Me * ""I am going to sleep now"" *My mom* ""You are not going to sleep.",others,mocking,Mocking someone's actions and expectations based on a book's ending is unfair and hurtful. It is important to appreciate the diversity of individuals' interpretations of a book.
487,4844.jpg,kyu bola tha na delhi-ko italy new york jaisa banna dunga tha kya?,nationality,mocking,Mocking someone based on their nationality is unfair and perpetuates harmful stereotypes. We should strive to embrace diversity and treat everyone with respect and kindness.
488,95.jpg,"Queen doesn't even reply to Meghan's ""jinhe mera dil lutteya"" Oho!",individual,mocking,"Mocking someone's personal feelings and expressing them inappropriately is hurtful and unfair. Let's strive to be kind and respectful to others, treating them with empathy and understanding."
489,36.png,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism in over 13 million people.,religion,inciting_violence,Promoting violence against any religion is unjust and dangerous for society. We should strive to create a peaceful and inclusive society where everyone is treated equally.
490,3304.jpg,Suryakumar Yadav after scoring 50 in his 1st international innings CRICKET KI DIWANIBsdk I*nd pr rkhte hain hum international pressure rakhna hai to kya?,individual,mocking,Mocking someone for their performance in an international cricket match is unfair and disrespectful. Let's focus on celebrating individual achievements and supporting each other in our sports teams.
491,92.png,"it might look fucked up, but her handjobs are fucking unbelievable",gender,slurs,"Objectifying and degrading women based on their sexual performance is unfair and disrespectful. We should strive to value women for their character and abilities, not their sexual performance."
492,2080.jpg,"bahar nikal Bsdk BC ye tha kaun jo gaali deke bhaag gya?Pakka kohli hoga ,bahar nikal bskd BC ye tha kaun jo gaali deke bhaag?",individual,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
493,1179.jpg,I want to leave this world after seeing this,,,
494,5923.jpg,ritesh bahuguria @riteshismm Papa: tum mujhe apna papa nhi dost samho M: yar teri bandi ko itni problem kya mere phone use karne sai Papa: Bsdk itna friendly hone nahi bola tha,others,mocking,"Mocking someone based on their phone use is unfair and disrespectful. We should prioritize kindness and understanding towards others, embracing the benefits of technology."
495,4078.jpg,reaction of nick jonas when he got to know that he married a woman who blows sparkling candle,individual,mocking,Mocking someone's personal experiences is unfair and disrespectful. It's important to approach others' experiences with empathy and understanding.
496,5578.jpg,"Tom Holland : ""Dad, act normal. Emma Watson is coming.""",,,
497,312.png,"""never forget"" - you said. i am the proof you have forgotten me",others,inciting_violence,"Using derogatory language to incite violence towards others is unfair and unacceptable. It is important to promote empathy and understanding, promoting peaceful resolutions instead."
498,2516.jpg,like father like son. carbon copy hai na! hum toh baalti me peetey hai,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing diversity and embracing our own uniqueness."
499,3620.jpg,When she sends me nudes instead of memes Me:-Ye kya behooda harkat hai?,others,mocking,Mocking someone for their choice of media reflects a lack of empathy and understanding. It's important to respect individual preferences and embrace diversity in media use.
500,2932.jpg,Drives on right side of the road Drives on left side of the road You guys have been driving on road?,others,mocking,"Mocking someone's driving habits based on their driving style is unfair and unkind. It's important to treat others with respect and empathy, regardless of their driving style."
501,1228.png,what is the difference between an illegal immigrant and e.t.? e.t. learned to speak english and wanted to go home!,others,mocking,"Making fun of someone's language skills and their desire to return home is unfair and hurtful. It is important to respect the choices and aspirations of others, regardless of their immigration status."
502,916.png,isn't it interesting that isis has run out money now that obama is no longer in office..,organization,mocking,Mocking an organization based on their financial situation is unfair and disrespectful. It is important to approach discussions about organizations with fairness and respect.
503,3467.jpg,Pedro chapa is with Drucila Deshreet and Braden EI Pintor Rodriguez.R.I.P Cesar Avila missing my best friend he's not dead his girl don't let him hang out with us R.I.P CEASER,individual,mocking,"Mocking someone's personal relationships is unfair and disrespectful. We should strive to treat others with kindness and empathy, regardless of their personal choices."
504,5678.jpg,"PLz stop making fun of my bro, He is great too",individual,mocking,Mocking someone's personal relationships is unfair and hurtful. Let's promote empathy and understanding. We should strive to create a society that values and respects individual choices and relationships.
505,2212.jpg,For Boy Friend For Best Friend,,,
506,4688.jpg,girls when they don't get to kiss the teacher kid boys after calling him randi ka baccha bhaiya hai,gender,mocking,"Mocking and belittling girls for their actions is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their gender."
507,1018.png,muslim in congress 2019 defund homeland security! muslims in 2001,religion,inciting_violence,Spreading hateful rhetoric and inciting violence against a specific religious community is unfair and harmful. We should strive to promote understanding and respect among different religious groups.
508,362.png,how you gotta treat girls with smart mouths like that,gender,mocking,Mocking and belittling women for their behavior is unfair and disrespectful. We should strive to create a society that values and respects women's autonomy and choices.
509,1934.jpg,"seeing boobs for the first time:seeing boobs for the 5,687 th time: Men will be men",gender,slurs,Objectifying and demeaning individuals based on their gender is unfair and disrespectful. We should strive to create a society that values and respects individuals regardless of their gender.
510,958.png,when you walk past the special ed classroom and see them gangbanging the teaher (jazz music stops),others,mocking,Mocking individuals with disabilities and sexual assault is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects the dignity of all individuals.
511,855.jpg,who da f*ck said money can't buy happiness,others,mocking,Mocking someone based on their financial status is unfair and perpetuates harmful stereotypes. It is important to approach discussions about money with empathy and understanding.
512,2102.jpg,Nothing much Just a picture of ABD carrying #RCB,,,
513,2236.jpg,nibbas be having bathroom like this and still say ' yah babes came back from a hot shower,gender,mocking,Mocking individuals based on their gender perpetuates harmful stereotypes and undermines gender equality. We should strive to create a society that values and respects individuals regardless of their gender.
514,399.jpg,me watching sandeep maheshwari's videos after mast*bation,individual,mocking,Mocking someone's interests and talents based on their appearance is unfair and hurtful. We should strive to appreciate and support individuals for their unique qualities and contributions.
515,2854.jpg,Kitna Paarivarik Mahaul Hai...,others,mocking,"Mocking others based on their actions or beliefs is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or beliefs."
516,4338.jpg,amitabh ji right now:,individual,mocking,"Making fun of someone's name or mocking their actions is unfair and hurtful. It is important to treat others with respect and kindness, regardless of their name or actions."
517,3362.jpg,in next dance video iske saath karungi had a face like this.,individual,mocking,"Mocking someone's appearance or appearance is hurtful and disrespectful. We should strive to treat others with kindness and respect, embracing their unique qualities."
518,2710.jpg,Nathu jesi koi Shooterich nehi hai Mahatma Gandhi(#Fuckboynation),others,mocking,Mocking someone based on their political affiliation is unfair and disrespectful. We should strive to promote understanding and respect for all political affiliations.
519,3878.jpg,*Asking for night out*Maa:Papa se puch le Papa;Maa se puch le Me to friends Unhone lagbhag mnaa kar diya,others,mocking,"Mocking someone's personal choices and expectations is unfair and hurtful. We should respect and support each other's choices and preferences, regardless of our backgrounds."
520,1978.jpg,"bhabhi lover's be like ""yahan mein pigal gaya""",others,mocking,"Mocking someone based on their love interests is unfair and disrespectful. We should strive to treat others with kindness and empathy, embracing their individuality."
521,3012.jpg,Chachi 420 Chachi 840,,,
522,4142.jpg,he looks like my father but he is my neighbour,gender,mocking,Mocking someone based on their appearance perpetuates harmful gender stereotypes and undermines inclusivity. We should strive to embrace diversity and treat others with respect and empathy.
523,4572.jpg,other countries to china puri duniya ki maach*d di bhench*D tune kya hai?,nationality,mocking,Mocking others based on their nationality is unfair and perpetuates harmful stereotypes. We should strive to embrace diversity and treat everyone with respect and empathy.
524,4846.jpg,exami get cancel coz of corona virus toppers me who not have buyed books yet,organization,mocking,Mocking an organization based on their purchase decisions is unfair and disrespectful. We should strive to support and uplift others during times of uncertainty.
525,379.jpg,This is me in future Xavier Okay. what are you selling behind?,others,mocking,"Mocking someone's personal life is unfair and disrespectful. Let's strive to treat others with kindness and empathy, embracing their unique experiences."
526,5534.jpg,"""Dad, why my sister name is Rose?"" ""Because your mother loves Roses."" ""Thanks , dad."" ""No problem , Synder cut""",,,
527,1874.jpg,When parents are at home when no one is at home,,,
528,5799.jpg,"The vogue teen @Kiskinazarlagi Show this to your mom Kishan Jhunjhunwala @Jhunjhunastic Mummy bol rahi isko bolo khaana khaane, thuddi ki haddiya dikh rahi",others,mocking,"Mocking someone's personal choices and belittling their choices is unfair and hurtful. We should respect and support individuals' decisions and choices, promoting a culture of acceptance."
529,198.png,"my little brother Me : Hey, I'm going to the bathroom.",others,mocking,"Mocking someone for their actions or expressing disappointment is unfair and hurtful. Let's focus on empathy and understanding, rather than making others feel bad about themselves."
530,2394.jpg,Fuck it! Doggy style practice,others,mocking,Mocking someone's sexual preferences is unfair and disrespectful. Let's promote inclusivity and respect by focusing on consent and respecting others' choices.
531,296.png,that look when you find out your husband isn't coming home from the mosque because he's in a warzone,religion,inciting_violence,"Promoting violence and inciting hatred towards a specific religion is unjust and dangerous. It is important to promote understanding and respect for all religions, promoting peace and harmony."
532,2798.jpg,Are Behanch*d ye dairy milk kahan kahan apni factory khola hai bey..!,others,mocking,"Mocking someone based on their appearance or profession is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or circumstances."
533,936.png,"we'ree just here to blow you stupid british people e up, letting us in your country",nationality,inciting_violence,Spreading hateful rhetoric and promoting violence against a nationality is unfair and unacceptable. We should strive to build a society that values peace and respect for all nationalities.
534,2580.jpg,When a lawyer talks in English in District Court. People:America ka Dalal BahinChod,organization,mocking,Mocking an organization based on their language skills is unfair and disrespectful. We should strive to create a society that values diversity and promotes understanding and respect.
535,3288.jpg,parents- bahu sanskari chahiye beta- wife hot chahiye le bahu-,gender,slurs,Using derogatory language towards women based on their marital status is unfair and disrespectful. We should strive to create a society that values and respects women regardless of their marital status.
536,3566.jpg,True story SCIENCE COMMERCE,,,
537,4047.jpg,2 out of 2 wins for RCB IPL viewers:tu RCB hi hai na kaha hai?,individual,mocking,Mocking someone's achievements based on their sports performance is unfair and unkind. Let's focus on celebrating individual achievements and supporting each other in our shared passions.
538,870.png,do i make you horny baby.... do i??????,gender,mocking,Making derogatory comments about someone's sexual behavior is unfair and disrespectful. We should strive to create a society that values consent and treats all individuals with respect.
539,5018.jpg,"when you're enjoying the party and sasur ji walks into the room and says ""sasur ji, woh bhi nahi hai, woh bhi nahi hai",others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their uniqueness."
540,5581.jpg,sarcasmic Boi BoiSarcasmic Crush-mera ek kaam hai..kar doge? Me on my inner head-(Tujh jaisi meenakumari ke liye toh mai seene pe goli khaunga seene pe dhanno),others,mocking,"Mocking someone based on their appearance or actions is unfair and hurtful. We should strive to treat others with kindness and respect, focusing on their character and inner qualities."
541,4698.jpg,midnight video call with girl bestie,gender,mocking,Mocking someone based on their gender in a video call with a bestie is unfair and hurtful. We should strive to create a culture that values and respects individuals regardless of their gender.
542,774.png,Madhuri Dixit Madhuri shikshit Madhuri fixit Madhuri switch hit,,,
543,369.jpg,Corona my career Me watching selfies of my friend,others,mocking,Making fun of someone's career choices is unfair and disrespectful. We should celebrate individual choices and respect others' choices in life.
544,85.jpg,"à¤®à¤¾à¤¤à¤¾ à¤œà¥€ à¤—à¤¿à¤œà¥à¤† à¤¬à¤¨à¤µà¤¾à¤¨à¥‡ à¤®à¥‡à¤‚ à¤¸à¤¾à¤¥ à¤¦à¥‡à¤¨à¥‡ à¤•à¥‡ à¤²à¤¿à¤ à¤®à¥‡à¤°à¥€ à¤¤à¤¾à¤°à¥€à¤« à¤•à¤°à¤¤à¥€ à¤¹à¥à¤ˆ!
 à¤®à¥ˆà¤‚ à¤œà¥‹ à¤—à¥à¤œà¤¿à¤¯à¤¾ à¤¬à¤¨à¤µà¤¾à¤¤à¥‡ à¤¹à¥à¤ à¤šà¥à¤ªà¤šà¤¾à¤ª à¤¬à¤¾à¤¦à¤¾à¤® à¤•à¤¿à¤¶à¤®à¤¿à¤¶ à¤®à¤¾à¤µà¥‡ à¤ªà¤° à¤¹à¤¾à¤¥ à¤¸à¤¾à¤« à¤•à¤° à¤°à¤¹à¤¾ à¤¥à¤¾!",,,
545,635.jpg,extroverts after a month of lockdown tu to hasna bhool gaya mere bachhe bhool gya,organization,mocking,Mocking individuals based on their social status is unfair and disrespectful to their individuality. We should strive to create a society that values and respects the diversity of individuals.
546,5136.jpg,"Ã Â¤â€¦Ã Â¤â€”Ã Â¤Â° Ã Â¤ÂµÃ Â¥ËœÃ Â¥_x008d_Ã Â¤Â¤ Ã Â¤ÂªÃ Â¤Â° Ã Â¤Â¶Ã Â¤Â¾Ã Â¤Â¦Ã Â¥â‚¬ Ã Â¤Â¨Ã Â¤Â¾ Ã Â¤â€¢Ã Â¥â‚¬ Ã Â¤Å“Ã Â¤Â¾Ã Â¤Â¯Ã Â¥â€¡ Ã Â¤Â¤Ã Â¥â€¹ Ã Â¤â€¦Ã Â¤ÂªÃ Â¥_x008d_Ã Â¤Â¸Ã Â¤Â°Ã Â¤Â¾ Ã Â¤Â­Ã Â¥â‚¬ Ã Â¤Â¤Ã Â¤Â¾Ã Â¥Å“Ã Â¤â€¢Ã Â¤Â¾ Ã Â¤Â¬Ã Â¤Â¨ Ã Â¤Å“Ã Â¤Â¾Ã Â¤Â¤Ã Â¥â‚¬ Ã Â¤Â¹Ã Â¥Ë† | Ã Â¤â€¦Ã Â¤â€”Ã Â¤Â° Ã Â¤Â¯Ã Â¤Â¹ Ã Â¤Â«Ã Â¥â€¹Ã Â¤Å¸Ã Â¥â€¹ Ã Â¤Â Ã Â¥â‚¬Ã Â¤â€¢ Ã Â¤Â¸Ã Â¤Â®Ã Â¤Â¯ Ã Â¤ÂªÃ Â¤Â° Ã Â¤â€¢Ã Â¤Â¿Ã Â¤Â¸Ã Â¥â‚¬ Ã Â¤Â²Ã Â¥Å“Ã Â¤â€¢Ã Â¥â€¡ Ã Â¤ÂµÃ Â¤Â¾Ã Â¤Â²Ã Â¥â€¡ Ã Â¤â€¢Ã Â¥â€¡ Ã Â¤ËœÃ Â¤Â° Ã Â¤ÂªÃ Â¤Â¹Ã Â¥_x0081_Ã Â¤_x0081_Ã Â¤Å¡Ã Â¤Â¤Ã Â¥â‚¬ Ã Â¤Â¤Ã Â¥â€¹ Ã Â¤â€ Ã Â¤Å“ Ã Â¤Â¸Ã Â¤Â¿Ã Â¤Â°Ã Â¥_x008d_Ã Â¤Â« Ã Â¤_x008f_Ã Â¤â€¢ Ã Â¤ËœÃ Â¤Â° Ã Â¤Â¹Ã Â¥â‚¬ Ã Â¤Â¬Ã Â¤Â°Ã Â¥_x008d_Ã Â¤Â¬Ã Â¤Â¾Ã Â¤Â¦ Ã Â¤Â¹Ã Â¥â€¹Ã Â¤Â¤Ã Â¤Â¾, Ã Â¤ÂªÃ Â¥â€šÃ Â¤Â°Ã Â¤Â¾ Ã Â¤Â¬Ã Â¤â€šÃ Â¤â€”Ã Â¤Â¾Ã Â¤Â² Ã Â¤Â¨Ã Â¤Â¹Ã Â¥â‚¬Ã Â¤â€š ......!!!",,,
547,3357.jpg,"heavy driver factspert In the e1970s,North Korea ordered 1,000 volvo 144s from sweden.To this day,the cars have not been paid for.Factspert in the 1970s,sweden began to see north korea as a lucrative market.swedish companies began to sell their products to north korea,targeting the country's population.",nationality,mocking,"Mocking a country based on their economic interests perpetuates harmful stereotypes and undermines international cooperation. We should strive to promote understanding and respect for all nations, regardless of their economic situation."
548,3084.jpg,when a girl announces herself single on Facebook,gender,mocking,Mocking someone's decision to pursue a relationship on Facebook is unfair and hurtful. It's important to respect individuals' choices and not judge them based on social media posts.
549,3356.jpg,sonu bhai always helping the needy and giving them food.,others,mocking,"Mocking someone's actions and giving them food is unfair and unkind. We should strive to treat others with kindness and empathy, recognizing the value of their actions."
550,11.jpg,ADDING MEDIEVAL WEAPONS TO DOGS PLAYING ON BEACH NEEDS TO BECOME A THING,,,
551,3120.jpg,Me:Yeh PUBG wale aajkal ludo kyon khel rahe hai?My Friend:Aurat ka chakkar babu bhaiya aurat ka chakkar babu bhaiya,others,mocking,Mocking someone based on their gaming habits is unfair and disrespectful. Let's focus on celebrating individual choices and respecting each other's interests.
552,496.png,this shit is why i bake people cookies and then they get mad at me when they see me baking people cookies,others,mocking,Mocking someone for baking cookies and then getting mad at them for it is unfair and hurtful. We should strive to create a society where we respect each other's choices and feelings.
553,4415.jpg,dafaq is wrong with robbert's dog,individual,mocking,"Mocking someone's pet based on their question is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their interests or questions."
554,3580.jpg,signs that you are Ravi Shastri you always think of sex you are always high assisnhero you have a loyal best friend you love parties,,,
555,4646.jpg,girls:say hi and i will post something about you. *Memers: ae madam ye kya chodd failayela hai idhar kya chodidhar hai,gender,slurs,"Using derogatory language towards women is disrespectful and perpetuates harmful gender stereotypes. We should strive to create a society that values and respects women, promoting equality and inclusivity."
556,72.png,me: *invest in a stock* The stock : *invest in a car* The car : *invest in a girl*,others,mocking,Mocking someone's decisions based on personal preferences is unfair and disrespectful. It is important to respect others' choices and focus on building a healthy and supportive community.
557,3270.jpg,"( year 2007) sakshi : sir can i see your i'd card? dhoni pandit ko bula le, main shaadi karega?",individual,mocking,"Mocking someone based on their personal choices or preferences is unfair and hurtful. We should strive to treat others with respect and empathy, embracing their individuality."
558,284.png,"i don't always have sweaty balls but when i do, they're wetter than a tiajuana hooker during spring break and smell like a zombie's vagina",others,mocking,"Mocking someone based on their bodily functions is unfair and disrespectful. We should strive to treat others with kindness and empathy, embracing the diversity of body functions."
559,1977.jpg,imagine her as your math's teacher Talha Malik BC jab imagine hi krna hai to bivi na kren,individual,mocking,"Mocking someone based on their appearance or abilities is unfair and hurtful. We should strive to treat others with respect and kindness, embracing their unique qualities."
560,2946.jpg,Agar mohobbat mai humse koi galti ho jaye Toh Tum bhi rajnath singh jaise kadi ninda karke kaam chala dena,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their unique qualities."
561,5285.jpg,binod binod binod binod binod binod mera beta hai,individual,mocking,"Mocking someone's personal struggles is unfair and disrespectful. Let's strive to support and uplift each other, embracing our differences and celebrating our similarities."
562,420.png,that's black people for ya what did you expect,race,inciting_violence,Promoting violence and using derogatory language towards any race is unacceptable and harmful. We should strive to create a society that values peace and respect for all individuals.
563,2895.jpg,Isko to brazzers pe dekha hai mene kya?,others,mocking,Mocking someone based on their sexual preferences is unfair and disrespectful. We should strive to create a society that values and respects the diversity of individuals.
564,4202.jpg,"The indian cobra can kill 97%of its preys with one bite Indian cobra DAD 97% Why can't you kill 100%?Never satisfied,Indian parents",individual,mocking,"Mocking someone's abilities and comparing their success to others' failure is unfair and unkind. We should strive to support and encourage each other's efforts, celebrating our unique strengths."
565,2649.jpg,Youtube Vs Tiktok : Who is the winner?Tiktok: Youtube is the winner,organization,mocking,Mocking an organization based on a competition between two different platforms is unfair and unkind. It's important to approach online competition with respect and fairness.
566,3418.jpg,Still I can't concentrate at Malavika's face DESI ADULT TROLLS,gender,dehumanising,"Objectifying and dehumanizing individuals based on their appearance is unfair and disrespectful. We should strive to treat all individuals with respect and dignity, regardless of their gender."
567,5774.jpg,"Me: Turn off the Autocorrect mode in keyboard and try to write ""entrepreneurship"" Keyboard: Ye fass gaya JUST INDIAN THINGS",others,mocking,Mocking someone based on their nationality or language is unfair and disrespectful. We should strive to embrace diversity and respect others' cultural backgrounds.
568,2682.jpg,"""Baapu dede thoda cash!!""teri maa ka pakoda..",others,mocking,"Mocking someone based on their financial status is unfair and hurtful. We should strive to treat others with kindness and empathy, embracing their unique qualities."
569,2534.jpg,"Filmfare; are you excited to watch #VijayDeverakonda & #AnanyaPandey together on the big screen? adibrao Virushka who? I present you,AnaKonda Virushka",individual,mocking,"Mocking someone's personal relationships is unfair and disrespectful to their feelings and relationships. We should strive to treat others with kindness and empathy, celebrating their successes and supporting their dreams."
570,5651.jpg,Tera Chale Jana Bhi Zaroori Tha Warna Hame Toh Pata Hi Nahi Chalta Duniya Mein Aur Bhi Mast Mast Maal Hai,others,mocking,"Mocking someone based on their appearance or actions is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their uniqueness."
571,394.png,"honor killings are part of our culture well then, it will be my honor to kill you all",organization,mocking,"Mocking an organization based on cultural norms perpetuates harmful stereotypes and undermines their value. It is important to approach cultural diversity with respect and understanding, promoting inclusivity."
572,273.jpg,introverts preping up to make a phone call,organization,mocking,"Mocking individuals based on their social interactions undermines the importance of open communication. It is important to foster a culture of respect and understanding, where we value and appreciate the diversity of individuals."
573,3126.jpg,Shubman Gill Ibw b James Anderson Sara Tendulkar:,,,
574,4917.jpg,AAP BJP Cong SCOOPWHOOP.com,organization,mocking,"Mocking an organization based on their political affiliation undermines the importance of fair and unbiased representation. It is important to respect the choices and opinions of individuals and organizations, regardless of their political affiliation."
575,950.png,i'm so old i remember telling people to eat my ass as an insult not a snack offer me a snack,others,mocking,"Mocking someone for their age and using an age-inappropriate insult is unfair and hurtful. We should strive to treat others with kindness and respect, embracing the diversity of our experiences."
576,3834.jpg,Shame on Pakistan for making these beautiful girls cry,nationality,mocking,Mocking someone's nationality and making them feel ashamed is unfair and hurtful. We should strive to embrace diversity and respect individuals from all backgrounds.
577,1276.png,"when you take your dishwasher to the restaurant, but it starts talking to you and says ""I'm hungry""",others,mocking,"Mocking someone's interests or abilities is unfair and disrespectful. We should encourage and support each other's interests and abilities, treating everyone with kindness."
578,3616.jpg,Priyanka:Yahan dream destination m dholakpur nhi likhna.,others,mocking,Mocking someone's dreams and belittling their aspirations is unfair and hurtful. We should encourage and support others in pursuing their dreams and aspirations.
579,1578.png,when you start to choke but your uncle knows the heimlich maneuver,others,mocking,"Mocking someone for choking on food is unfair and unkind. Let's encourage empathy and kindness, instead of mocking others for their own challenges."
580,1347.jpg,Prem Yadav Bsdk humlogo ko raat bhara jaga k khd morning walk kr raha hai,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, embracing their unique qualities."
581,3924.jpg,"When you see ""Ã Â¤â€¢Ã Â¤Â®Ã Â¤Â² Ã Â¤â€¢Ã Â¤Â¾ Ã Â¤Â¬Ã Â¤Å¸Ã Â¤Â¨ Ã Â¤Â¦Ã Â¤Â¬Ã Â¤Â¾ Ã Â¤â€¢Ã Â¤Â° Ã Â¤Â­Ã Â¤Â¾Ã Â¤Å“Ã Â¤ÂªÃ Â¤Â¾ Ã Â¤â€¢Ã Â¥â€¹ Ã Â¤ÂµÃ Â¤Â¿Ã Â¤Å“Ã Â¤Â¯Ã Â¥â‚¬ Ã Â¤Â¬Ã Â¤Â¨Ã Â¤Â¾Ã Â¤Â¯Ã Â¥â€¡ "" banner in ypur own rally! ...#ayegatohmodihi bhaiya hai",others,mocking,Mocking someone based on their language or cultural background is unfair and hurtful. We should strive to embrace diversity and respect others' cultural backgrounds.
582,0.jpg,Girls be named naina and then have eyes that don't work,gender,mocking,"Mocking someone based on their gender perpetuates harmful stereotypes and undermines equality. We should strive to create a society that values and respects all individuals, regardless of their gender."
583,4980.jpg,tell me soemthing i don't know subham dey replying to hoorrulainn sentence kea pehla letter capital mein hota hai didi,individual,mocking,"Mocking someone based on their lack of knowledge is unfair and hurtful. We should strive to be supportive and understanding towards others, regardless of their level of education."
584,217.jpg,homeless girl in Europe looks like my dream girl,gender,mocking,"Mocking and objectifying a homeless girl based on her appearance is unfair and disrespectful. We should strive to treat all individuals with kindness and respect, regardless of their circumstances."
585,1409.jpg,Kisi Bhi Ladki Ka Wo Wala Mood Banana Chahte Ho Toh Iss Pic Pe 2-3 Baar Tap Karo Aap Uss Page Pe Pahuch Jaaoge,,,
586,2364.jpg,"trump supporters ""farmers"" storming capitol bill clinton supporters ""tramps",organization,mocking,"Mocking individuals based on their political affiliations undermines the importance of political neutrality. It is important to approach political discussions with respect and fairness, regardless of one's political affiliation."
587,3410.jpg,What a Beautiful painting DESI ADULT TROLLS Saloo painting bi dekh lo Jara hai?,others,dehumanising,"Using derogatory language to demean and dehumanize individuals based on their appearance is unfair and dehumanizing. We should strive to treat all individuals with respect and dignity, regardless of their background or appearance."
588,3287.jpg,"stop scrolling and come with us,join vanar sena we need another monkey in our team",organization,mocking,Mocking an organization like Vanar Sena undermines their efforts and undermines their integrity. It is important to respect and support organizations for their efforts and contributions.
589,4468.jpg,"so,it's your First Night?No, actually it's first time In night",gender,mocking,"Mocking someone based on their gender is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects all individuals, regardless of their gender."
590,270.png,they still think i'm not a muslim they still think i'm a chick,religion,inciting_violence,Spreading hateful stereotypes about someone's religion is unfair and promotes violence. We should strive to create a society that values respect and understanding for all religions.
591,2230.jpg,"no entrance fee for woman taking UPSC, SSC exams ek kele ki wijah se itna jhamela karte ho yaar!!",gender,mocking,Mocking women for taking exams and expecting an entrance fee is unfair and disrespectful. We should strive to create a society that values and supports women in their educational pursuits.
592,4186.jpg,"When you're suffering from Piles,But your girlfriend wants to sleep with you!",gender,mocking,"Mocking someone's gender based on their sexual desires perpetuates harmful stereotypes and undermines consent. It's important to respect individuals' choices and relationships, promoting healthy and respectful relationships."
593,899.jpg,Today 6:52 PM baby pta h Aaj Kya Hoa Double tap to like kya hoa? Golgappe wale ne mujhe Ek golgappa extra dia Send me your best memes,others,mocking,"Mocking someone for their actions or words is unfair and disrespectful. Let's strive to create a society that values empathy and kindness, regardless of our actions or words."
594,1086.png,the face she makes when she dumps a load of cum on her face,gender,mocking,"Mocking someone based on their appearance is unfair and disrespectful. We should strive to treat others with kindness and respect, regardless of their appearance."
595,4084.jpg,last option left to open the suez canal is to open the suez canal.,others,mocking,Mocking someone's efforts to open a canal is unfair and undermines their efforts. We should support and appreciate the efforts of others to create opportunities for progress.
596,128.png,"stalin: if you invade us, you break our agreement hitler: quicksaving... stalin: we will never agree to this hitler: you will never break our agreementstalin: you will never break our agreement",others,mocking,Mocking someone's political beliefs undermines the importance of peaceful negotiations and respect for different political systems. It is important to approach political disagreements with understanding and respect for different approaches.
597,4136.jpg,When the entire squad gets injured and still nobody is talking about you.,individual,mocking,Mocking someone for their silence in the face of injury is unfair and hurtful. It is important to show empathy and support for individuals in times of tragedy.
598,5724.jpg,Frustated Employees with muted mics in meetings to higher authorities: Chup kar be kutte JUST INDIAN THINGS @NagpurRedDevil,organization,mocking,Mocking frustrated employees with muted mics in meetings is unfair and disrespectful to them. It is important to treat all individuals with respect and acknowledge their frustration.
599,1846.jpg,She's more consistent than the entire batting unit of Pakistan,,,
